groupid,unitid_linchpin,unitid,isgrouped,instname,TCSName,city,state,zip,ansi_code,control,medical,hospital,fte_count,fte12mn,tuition03,tot_rev_w_auxother_sum,unrestricted_revenue,tuition_discount,any_aid_num,any_aid_pct,fed_grant_num,fed_grant_pct,fed_grant_avg_amount,state_grant_num,state_grant_pct,state_grant_avg_amount,inst_grant_num,inst_grant_pct,inst_grant_avg_amount,loan_num,loan_pct,loan_avg_amount,fee01_tf,tuition02_tf,tuition03_tf,fee05_tf,tuition06_tf,tuition07_tf,total01,assets06,liabilities07,assets11,land04,buildings05,equipment05,assets15,endow02m,assets16,associatedegrees,bachelordegrees,masterdegrees,doctordegrees,firstprofdegrees,awardslessthan1yr,awards1yrto2yr,awards2yrto4yr,postbacccertificates,postmastcertificates,firstprofcertificates,postmastFPcert,totaldegrees,grad_rate_150_n,grad_rate_150_p,ugentering,fall_total_undergrad,total_full_time_undergraduates,total_full_time_graduates,total_full_time_postbacc,total_full_time,total_part_time_undergraduates,total_part_time_graduates,total_part_time_postbacc,total_part_time,total_undergraduates,total_graduates,total_postbacc,total_enrollment,total_enrollment_amin_tot,total_enrollment_asian_tot,total_enrollment_black_tot,total_enrollment_hisp_tot,total_enrollment_white_tot,total_enrollment_multi_tot,total_enrollment_unkn_tot,total_enrollment_nonres_tot,ftall03ug,ftall04ug,ftall05ug,ftall06ug,ftall08ug,ftall09ug,ftall10ug,ftall11ug,ftall12ug,ftall13ug,ftall14ug,ftall03gr,ftall04gr,ftall05gr,ftall06gr,ftall08gr,ftall09gr,ftall10gr,ftall11gr,ftall12gr,ftall13gr,ftall14gr,ftall03,ftall04,ftall05,ftall06,ftall08,ftall09,ftall10,ftall11,ftall12,ftall13,ftall14,ptall03ug,ptall04ug,ptall05ug,ptall06ug,ptall08ug,ptall09ug,ptall10ug,ptall11ug,ptall12ug,ptall13ug,ptall14ug,ptall03gr,ptall04gr,ptall05gr,ptall06gr,ptall08gr,ptall09gr,ptall10gr,ptall11gr,ptall12gr,ptall13gr,ptall14gr,ptall03,ptall04,ptall05,ptall06,ptall08,ptall09,ptall10,ptall11,ptall12,ptall13,ptall14,applcn,applcnm,applcnw,admssn,admssnm,admssnw,enrlt,enrlm,enrlw,applicantcount,admitcount,enrollftcount,enrollptcount,actcm25,actcm75,acten25,acten75,actmt25,actmt75,satmt25,satmt75,satvr25,satvr75,ftall1,ptall1,ft_faculty_per_100fte,pt_faculty_per_100fte,all_employees,ft_faculty_salary,full_time_employee_100fte,full_time_faculty_share,faculty_instr_headcount,LONGITUD,LATITUDE
-240745,240745,240745,0,Guam Community College,,Mangilao,GU,96913,66,1,2,2,1127.89076,1394,5169468,30355579,21685095,,126,86,126,86,4488,0,0,,0,0,,0,0,,292,2640,3240,,,,29449419,31890880,5312816,26578064,1903000,,,26578064,,,167,,,,,0,108,,,,,,167,1,0.125,497,2111,631,,,631,1480,,,1480,2111,,,2111,2,1988,12,15,49,,33,12,0,150,192,118,78,42,22,22,7,0,0,,,,,,,,,,,,0,150,192,118,78,42,22,22,7,0,0,4,163,272,292,251,117,120,191,62,7,1,,,,,,,,,,,,4,163,272,292,251,117,120,191,62,7,1,,,,,,,,,,,,,,,,,,,,,,,,109,51,9.664056473,4.521714497,275,49518.31193,19.77141829,0.68125,109,144.808927,13.44016,
-240754,240754,240754,0,University of Guam,,Mangilao,GU,96923,66,1,2,2,2987.240152,3001,20739830,81406473,54955647,0.474229008,366,71,274,53,2108,54,10,4403,8,2,2729,130,25,2313,498,5320,15820,498,5676,14058,85812585,115590971,26665792,88925179,2909866,,,88925179,,,10,327,121,,,,,,,,,,458,106,0.241457859,774,3280,2511,107,107,2618,768,164,164,932,3279,271,271,3550,8,3237,20,29,145,0,74,37,17,926,696,501,203,84,30,39,15,0,,,,,18,27,17,18,16,11,0,,17,926,696,519,230,101,48,55,26,0,,2,131,147,140,132,68,48,69,27,4,,,,,11,47,33,19,27,24,3,,2,131,147,151,179,101,67,96,51,7,,,,,,,,,,,,,,,,,,,,,,,,,183,118,6.126055847,3.950134371,820,65008.79235,18.11036182,0.607973422,183,144.802413,13.433055,
-439862,439862,439862,0,Pacific Islands Bible College,,Mangilao,GU,96913,66,2,2,-1,73.357138,77,1033931,1638820,1754491,0.59245733,14,100,14,100,2775,14,100,4846,14,100,4846,0,0,,433,6480,6480,,,,2550643,914363,6957,907406,,,,907406,,,8,11,,,,,,0,,,,,19,33,0.970588235,20,97,60,,,60,34,,,34,94,,,94,0,90,0,0,4,0,0,0,8,11,12,13,9,1,2,3,1,,,,,,,,,,,,,,8,11,12,13,9,1,2,3,1,,,0,3,5,7,8,3,4,4,0,,,,,,,,,,,,,,0,3,5,7,8,3,4,4,0,,,36,10,26,25,7,18,25,7,18,36,25,19,6,,,,,,,,,,,4,1,5.452775434,1.363193859,10,10228,9.54235701,0.8,1,144.802719,13.449165,
